epoch,step,train_loss_step
0,0,3.3803558349609375
0,1,3.3105695247650146
0,2,3.304361343383789
0,3,3.363572835922241
0,4,3.2863991260528564
0,5,3.280590534210205
0,6,3.264503002166748
0,7,3.2556796073913574
0,8,3.185701847076416
0,9,3.2720189094543457
0,10,3.2585434913635254
0,11,3.2564544677734375
0,12,3.267526626586914
0,13,3.1992406845092773
0,14,3.189828872680664
0,15,3.1727471351623535
0,16,3.127073049545288
0,17,3.1951286792755127
0,18,3.2279903888702393
0,19,3.0988638401031494
0,20,3.141019105911255
0,21,3.1563467979431152
0,22,3.1253597736358643
0,23,3.1094257831573486
0,24,3.0839219093322754
0,25,3.1090774536132812
0,26,3.0879616737365723
0,27,3.124001979827881
0,28,3.055832862854004
0,29,3.0292718410491943
0,30,3.100627899169922
0,31,2.9941022396087646
0,32,3.0670294761657715
0,33,2.959902763366699
0,34,3.009104013442993
0,35,3.063920497894287
0,36,3.0348830223083496
0,37,2.9721920490264893
0,38,2.9093637466430664
0,39,2.954383611679077
0,40,2.988394021987915
0,41,2.9308173656463623
0,42,2.8377668857574463
0,43,3.0369369983673096
0,44,3.0143048763275146
0,45,2.8466689586639404
0,46,2.8897619247436523
0,47,2.9298160076141357
0,48,2.956118106842041
0,49,2.971809148788452
0,50,2.9250476360321045
0,51,3.027631998062134
0,52,2.844311475753784
0,53,2.920891046524048
0,54,2.8449597358703613
0,55,2.8619110584259033
0,56,2.9484314918518066
0,57,2.8516292572021484
0,58,2.887441873550415
0,59,2.734875202178955
0,60,2.7852060794830322
0,61,2.716714382171631
0,62,2.815457820892334
0,63,2.8769073486328125
0,64,2.873403310775757
0,65,2.8718037605285645
0,66,2.877558946609497
0,67,2.8570504188537598
0,68,2.729351758956909
0,69,2.6877684593200684
0,70,2.796376943588257
0,71,2.8614375591278076
0,72,2.8674285411834717
0,73,2.7309353351593018
0,74,2.747450590133667
0,75,2.714611053466797
0,76,2.8055660724639893
0,77,2.8201351165771484
0,78,2.839693307876587
0,79,2.6930739879608154
0,80,2.691147565841675
0,81,2.585362434387207
0,82,2.7157697677612305
0,83,2.7242913246154785
0,84,2.617504596710205
0,85,2.8784689903259277
0,86,2.76552677154541
0,87,2.7103703022003174
0,88,2.775341033935547
0,89,2.6375906467437744
0,90,2.5311005115509033
0,91,2.8025710582733154
0,92,2.4842727184295654
0,93,2.506105899810791
0,94,2.593179702758789
0,95,2.7166354656219482
0,96,2.688718557357788
0,97,2.6242825984954834
0,98,2.561260938644409
0,99,2.707613229751587
0,100,2.6512415409088135
0,101,2.649256467819214
0,102,2.4824631214141846
0,103,2.513166666030884
0,104,2.7026188373565674
0,105,2.4898321628570557
0,106,2.7054007053375244
0,107,2.645000696182251
0,108,2.63515567779541
0,109,2.8872721195220947
0,110,2.750227689743042
0,111,2.555558919906616
0,112,2.6010355949401855
0,113,2.718790292739868
0,114,2.4587159156799316
0,115,2.5831298828125
0,116,2.5422279834747314
0,117,2.680333375930786
0,118,2.530141592025757
0,119,2.7168219089508057
0,120,2.6705234050750732
0,121,2.409688711166382
0,122,2.55783748626709
0,123,2.6433160305023193
0,124,2.5596561431884766
0,125,2.4859213829040527
0,126,2.6354055404663086
0,127,2.4950339794158936
0,128,2.4647812843322754
0,129,2.605862855911255
0,130,2.4708762168884277
0,131,2.5512659549713135
0,132,2.6269328594207764
0,133,2.331820487976074
0,134,2.597221612930298
0,135,2.6014883518218994
0,136,2.452392101287842
0,137,2.4889302253723145
0,138,2.630558490753174
0,139,2.3281409740448
0,140,2.469890594482422
0,141,2.5340566635131836
0,142,2.4975836277008057
0,143,2.5457894802093506
0,144,2.5416202545166016
0,145,2.3847391605377197
0,146,2.4653842449188232
0,147,2.47098970413208
0,148,2.577242374420166
0,149,2.4656577110290527
0,150,2.4027631282806396
0,151,2.2326459884643555
0,152,2.605936288833618
0,153,2.4348206520080566
0,154,2.7795565128326416
0,155,2.5115153789520264
0,156,2.332970380783081
0,157,2.356785535812378
0,158,2.2432374954223633
0,159,2.3412139415740967
0,160,2.3249521255493164
0,161,2.535799980163574
0,162,2.4926624298095703
0,163,2.4693779945373535
0,164,2.5123438835144043
0,165,2.5851218700408936
0,166,2.3839399814605713
0,167,2.4294512271881104
0,168,2.3308663368225098
0,169,2.5138416290283203
0,170,2.4496867656707764
0,171,2.571864604949951
0,172,2.2197132110595703
0,173,2.4146199226379395
0,174,2.230393171310425
0,175,2.31380558013916
0,176,2.3392703533172607
0,177,2.2422027587890625
0,178,2.1987862586975098
0,179,2.2115721702575684
0,180,2.1824541091918945
0,181,2.5045900344848633
0,182,2.1854567527770996
0,183,2.3973135948181152
0,184,2.310424327850342
0,185,2.4082493782043457
0,186,2.3823273181915283
0,187,2.436849355697632
0,188,2.337097644805908
0,189,2.4240458011627197
0,190,2.3731791973114014
0,191,2.1771843433380127
0,192,2.239055871963501
0,193,2.3079237937927246
0,194,2.2784674167633057
0,195,2.1400039196014404
0,196,2.079155921936035
0,197,2.431130886077881
0,198,2.2982285022735596
0,199,2.3221631050109863
0,200,2.243027925491333
0,201,2.339601516723633
0,202,2.3796215057373047
0,203,2.0698485374450684
0,204,2.235976219177246
0,205,2.3816986083984375
0,206,2.3047430515289307
0,207,2.2411892414093018
0,208,2.2059998512268066
0,209,2.413625478744507
0,210,2.0384252071380615
0,211,2.3297441005706787
0,212,2.123338222503662
0,213,2.3138017654418945
0,214,2.381706714630127
0,215,2.3655173778533936
0,216,2.003058910369873
0,217,2.4137094020843506
0,218,2.280949354171753
0,219,2.149890661239624
0,220,2.0701956748962402
0,221,2.394221067428589
0,222,2.137570381164551
0,223,2.3858981132507324
0,224,2.0443081855773926
0,225,2.10778546333313
0,226,2.343181848526001
0,227,2.293710470199585
0,228,2.311730146408081
0,229,2.167494535446167
0,230,2.2623536586761475
0,231,2.2707481384277344
0,232,2.059173822402954
0,233,2.1741552352905273
0,234,2.371516466140747
0,235,2.1904618740081787
0,236,2.0255160331726074
0,237,2.104126214981079
0,238,2.184570789337158
0,239,2.306680202484131
0,240,2.295293092727661
0,241,1.8620400428771973
0,242,1.8233697414398193
0,243,2.174588441848755
0,244,2.1325736045837402
0,245,2.091649293899536
0,246,2.1093640327453613
0,247,2.1480133533477783
0,248,1.9488624334335327
0,249,2.156480312347412
0,250,2.2129018306732178
0,251,1.9750534296035767
0,252,2.1764426231384277
0,253,2.009979724884033
0,254,2.0803542137145996
0,255,2.2822673320770264
0,256,2.1582303047180176
0,257,2.030658006668091
0,258,2.180039882659912
0,259,2.097823143005371
0,260,2.126953125
0,261,1.8616859912872314
0,262,1.9123659133911133
0,263,1.9297274351119995
0,264,2.226367235183716
0,265,1.964416265487671
0,266,1.8706789016723633
0,267,2.128556728363037
0,268,1.9979783296585083
0,269,2.0989999771118164
0,270,1.948141098022461
0,271,1.9299594163894653
0,272,2.0157649517059326
0,273,2.0834968090057373
0,274,2.1097793579101562
0,275,2.0831027030944824
0,276,1.9639266729354858
0,277,2.029615640640259
0,278,1.9590532779693604
0,279,2.2001280784606934
0,280,1.9021798372268677
0,281,2.021772623062134
0,282,2.078552484512329
0,283,1.8543542623519897
0,284,2.0398144721984863
0,285,2.0529611110687256
0,286,2.0575084686279297
0,287,2.0559778213500977
0,288,2.0441060066223145
0,289,1.7952511310577393
0,290,1.8582215309143066
0,291,1.8400697708129883
0,292,2.06329607963562
0,293,2.101330041885376
0,294,1.9933778047561646
0,295,1.7076129913330078
0,296,2.172952651977539
0,297,1.7328654527664185
0,298,2.0693280696868896
0,299,1.9877883195877075
0,300,2.118492841720581
0,301,1.8111932277679443
0,302,1.7999663352966309
0,303,2.126708984375
0,304,2.1454038619995117
0,305,1.8579860925674438
0,306,2.0018222332000732
0,307,1.9897512197494507
0,308,1.6774754524230957
0,309,2.190166711807251
0,310,1.870940923690796
0,311,2.0501937866210938
0,312,2.0117955207824707
0,313,1.8751318454742432
0,314,1.9689620733261108
0,315,2.16432785987854
0,316,2.0643298625946045
