epoch,step,train_loss_step
0,317,2.227088451385498
0,318,1.7280192375183105
0,319,2.1034581661224365
0,320,1.7936451435089111
0,321,1.9764888286590576
0,322,1.9090646505355835
0,323,1.767240047454834
0,324,2.106794834136963
0,325,1.9358402490615845
0,326,2.0441486835479736
0,327,1.8699349164962769
0,328,1.7063770294189453
0,329,2.0564136505126953
0,330,2.115056276321411
0,331,1.7321947813034058
0,332,2.014163017272949
0,333,1.918511152267456
0,334,1.5935274362564087
0,335,1.9001866579055786
0,336,1.933350682258606
0,337,1.6997157335281372
0,338,1.9844318628311157
0,339,1.8306094408035278
0,340,1.7959649562835693
0,341,1.8254698514938354
0,342,1.9860917329788208
0,343,1.8324854373931885
0,344,1.7483808994293213
0,345,1.6179388761520386
0,346,1.959001064300537
0,347,1.6847931146621704
0,348,2.07086443901062
0,349,1.995734691619873
0,350,1.8741763830184937
0,351,1.5934882164001465
0,352,1.9473766088485718
0,353,1.8826072216033936
0,354,1.8575211763381958
0,355,1.7947911024093628
0,356,1.8475512266159058
0,357,1.792304277420044
0,358,1.8981002569198608
0,359,1.5226469039916992
0,360,1.7978013753890991
0,361,1.7041648626327515
0,362,1.9143321514129639
0,363,1.7794944047927856
0,364,1.8283236026763916
0,365,1.9097853899002075
0,366,1.4493433237075806
0,367,1.8489203453063965
0,368,1.925148844718933
0,369,1.896661639213562
0,370,2.230895757675171
0,371,1.6714720726013184
0,372,1.7128257751464844
0,373,1.8380563259124756
0,374,1.7622984647750854
0,375,2.081418514251709
0,376,1.5940585136413574
0,377,1.787545084953308
0,378,1.852901816368103
0,379,1.993853211402893
0,380,1.7428838014602661
0,381,1.9443262815475464
0,382,1.8974756002426147
0,383,2.006593942642212
0,384,1.9022499322891235
0,385,1.52573561668396
0,386,1.7277165651321411
0,387,1.6897891759872437
0,388,2.0546059608459473
0,389,2.0702197551727295
0,390,1.8770571947097778
0,391,1.5615074634552002
0,392,2.111212968826294
0,393,1.7525031566619873
0,394,1.7550402879714966
0,395,1.5631024837493896
0,396,1.9355871677398682
0,397,1.6928437948226929
0,398,1.9125590324401855
0,399,1.7104376554489136
0,400,1.6419777870178223
0,401,1.9296963214874268
0,402,1.9969779253005981
0,403,1.7517685890197754
0,404,1.6049575805664062
0,405,1.5810056924819946
0,406,1.862827181816101
0,407,1.9341686964035034
0,408,1.6432607173919678
0,409,1.9406123161315918
0,410,1.9645951986312866
0,411,1.8842862844467163
0,412,1.9760562181472778
0,413,1.7390811443328857
0,414,1.7073222398757935
0,415,1.7489686012268066
0,416,2.0797295570373535
0,417,1.4353914260864258
0,418,1.4788061380386353
0,419,1.6918028593063354
0,420,1.6568270921707153
0,421,1.648565649986267
0,422,1.8366926908493042
0,423,1.6697174310684204
0,424,1.8224918842315674
0,425,1.731827974319458
0,426,1.745617389678955
0,427,1.6937834024429321
0,428,1.8922207355499268
0,429,1.5292603969573975
0,430,1.7813204526901245
0,431,1.8742738962173462
0,432,1.9895579814910889
0,433,1.717482328414917
0,434,1.521384835243225
0,435,1.605281949043274
0,436,1.9083844423294067
0,437,1.821387767791748
0,438,1.7023708820343018
0,439,1.6147485971450806
0,440,1.9612241983413696
0,441,1.9590932130813599
0,442,1.9245225191116333
0,443,1.9321480989456177
0,444,1.6066458225250244
0,445,1.6817234754562378
0,446,1.4538272619247437
0,447,1.872677206993103
0,448,1.6152504682540894
0,449,1.5133814811706543
0,450,1.9314497709274292
0,451,1.6257296800613403
0,452,1.7364741563796997
0,453,1.491705060005188
0,454,1.9075193405151367
0,455,1.8096847534179688
0,456,1.5249085426330566
0,457,1.496843934059143
0,458,1.7281429767608643
0,459,1.750597596168518
0,460,1.5849894285202026
0,461,1.8753052949905396
0,462,1.6089221239089966
0,463,1.618164300918579
0,464,1.7531204223632812
0,465,1.4118319749832153
0,466,1.6377917528152466
0,467,1.4999840259552002
0,468,1.6460493803024292
0,469,1.655432105064392
0,470,1.6287806034088135
0,471,1.7212144136428833
0,472,1.6521821022033691
0,473,1.8481040000915527
0,474,1.667649507522583
0,475,1.2570013999938965
0,476,1.8077080249786377
0,477,1.6602747440338135
0,478,1.5234642028808594
0,479,1.615883469581604
0,480,1.7579020261764526
0,481,1.4846943616867065
0,482,1.4079103469848633
0,483,1.6987519264221191
0,484,1.9108401536941528
0,485,1.5534112453460693
0,486,1.6309747695922852
0,487,1.5953447818756104
0,488,1.5928908586502075
0,489,1.430455207824707
0,490,1.6531891822814941
0,491,1.6576976776123047
0,492,1.8742095232009888
0,493,1.8001960515975952
0,494,1.969775676727295
0,495,1.6343564987182617
0,496,1.3271145820617676
0,497,1.4581018686294556
0,498,1.5699436664581299
0,499,1.7920140027999878
0,500,1.4504365921020508
0,501,1.3764843940734863
0,502,1.6792041063308716
0,503,1.7034515142440796
0,504,1.604040265083313
0,505,1.6933294534683228
0,506,1.5741947889328003
0,507,1.7167208194732666
0,508,1.4669630527496338
0,509,1.8201625347137451
0,510,1.733199954032898
0,511,1.6667362451553345
0,512,1.5548443794250488
0,513,1.6387262344360352
0,514,1.5545437335968018
0,515,1.7711890935897827
0,516,1.4845610857009888
0,517,1.6227903366088867
0,518,1.401346206665039
0,519,1.7617305517196655
0,520,1.6903690099716187
0,521,1.7378207445144653
0,522,1.7736973762512207
0,523,1.238997220993042
0,524,1.5107073783874512
0,525,1.5236724615097046
0,526,1.4508450031280518
0,527,1.524084448814392
0,528,1.8667243719100952
0,529,1.500685453414917
0,530,1.5566307306289673
0,531,1.532600998878479
0,532,1.592532992362976
0,533,1.2321438789367676
0,534,1.6352214813232422
0,535,1.4987636804580688
0,536,1.6053500175476074
0,537,1.6538279056549072
0,538,1.6202293634414673
0,539,1.3109403848648071
0,540,1.7342138290405273
0,541,1.5724819898605347
0,542,1.421952724456787
0,543,1.6609022617340088
0,544,1.6281999349594116
0,545,1.5969523191452026
0,546,1.8799492120742798
0,547,1.5200070142745972
0,548,1.6372183561325073
0,549,1.5818387269973755
0,550,1.6678664684295654
0,551,1.4070459604263306
0,552,1.5307180881500244
0,553,1.6059014797210693
0,554,1.5838383436203003
0,555,1.4642447233200073
0,556,1.532500982284546
0,557,1.6435396671295166
0,558,1.6283535957336426
0,559,1.5830891132354736
0,560,1.5887136459350586
0,561,1.5120868682861328
0,562,1.4445714950561523
0,563,1.7045341730117798
0,564,1.3609181642532349
0,565,1.7699315547943115
0,566,1.5191737413406372
0,567,1.4089583158493042
0,568,1.494055986404419
0,569,1.3390451669692993
0,570,1.4230139255523682
0,571,1.438771367073059
0,572,1.5462050437927246
0,573,1.585831642150879
0,574,1.5761414766311646
0,575,1.5563390254974365
0,576,1.246874213218689
0,577,1.8709716796875
